"","Token_ID","Year","Corpora","Source","Context","Code","tokenType"
"830",830,1994,"MAG","TIME","  -- should be resisted until the consequences are appreciated. Ever since George Bush stopped short of Baghdad and Saddam four years ago, he and his top advisers have been","O","short"
"831",831,2004,"SPOK","PBS_Newshour","  and everything will be safe again. RAY-SUAREZ: Well, gasoline was already in short supply, and I guess a lot of people are using home generators to replace","O","short"
"832",832,2013,"FIC","Bk:BalancingAct","  fingers, reminding her that it was time to stub it out. Brushing her short, chestnut hair back from her forehead, Rita walked out to the back patio","S","short"
"833",833,2000,"MAG","TownCountry","  stands. Tulum itself, the "" city of dawn, "" is but a short tram ride away. Its story is told in the silent stones covering a grassy","B","short"
"834",834,2005,"SPOK","Fox_HC","the St. Rita's nursing home in New Orleans who surrendered to authorities just a short time ago. This afternoon the Louisiana attorney general charged them with 34 counts of","T","short"
"835",835,1991,"SPOK","PBS_Newshour","  from real estate developers? MR-PINCUS: That's correct. It took a very short period of time to get the message from the top, if you will,","T","short"
"836",836,2011,"FIC","Bk:KillerRoutineLast","  feeling well. So let's give it up for Pokey Paulson! "" A short, fat guy trudged into the spotlight to polite applause. I met Artie as","S","short"
"837",837,1994,"MAG","NatlReview","  , calling his dismissal a crucifixion' and promising a resurrection.' In the short term, the post-Chavis NAACP will need to get its house in order financially.","T","short"
"838",838,2005,"FIC","Triquarterly","  also had long hair and resembled him, too. To make a long story short, when we reached the small door, my uncle suddenly pushed me on the","T","short"
"839",839,2000,"MAG","PopMech","while an electric motor drives the front axle. Able to generate 175 hp in short bursts, a prototype actually achieves better 0-to-60-mph times than a conventional Durango with Dodge","T","short"
"840",840,2006,"FIC","Analog","  grandchild? Will you still find time for them? "" "" Wyoming's a short hop from Washington by scramjet. Besides, how much more good could I do","T","short"
"841",841,2010,"SPOK","CNN_News","  was important, very, and all the nine of us knew we had a short time to decide it. And a lot turned on the outcome we feared or","T","short"
"842",842,1995,"FIC","Atlantic","  for the National Institutes of Health. Yours truly, as aforenoted, makes up short stories -- not for a living, as there's no living in it,","F","short"
"843",843,2011,"MAG","NationalGeographic","  , its ceiling liner carrying Buddhist good luck prayers written in Sanskrit. Nanni has short black hair, a serene face, and eyes that sparkle. My father points","S","short"
"844",844,1996,"MAG","Astronomy","  of Newtonian mechanics. "" But to the lay mind, the discovery seemed nothing short of miraculous. One of Le Verrier's colleagues commented that he had "" discovered","O","short"
"845",845,2012,"FIC","Bk:PrincepsNovelIn","  to you? "" # "" Outside of brotherly missives to Vaelora and two rather short and polite notes reminding me to respect her at all times, I have heard","B","short"
"846",846,2014,"FIC","SouthwestRev","  which she keeps charged and turned on at the house. She listens to a short greeting message, his old crackle of a voice, followed by a sharp beep","T","short"
"847",847,1991,"SPOK","CNN_King","  on the front- I mean, on the floor. And I had a very short Italian new dress on. Thank God, I had wonderful new black stockings- KING","S","short"
"848",848,2003,"MAG","AmSpect","  to flaunt a gun. And the trip to the Lion &; Compass would be short. Even an artist of analog evasions could not escape during what Mapquest estimated as","T","short"
"849",849,1995,"SPOK","NPR_ATC","  go the movie theaters at least weekly, so this would be shown as a short before the feature in a local town theater. So it was a news item","F","short"
"850",850,2007,"FIC","FantasySciFi","  debut in Majestrum. The limited edition version of the novel also includes a bonus short story, which we're pleased to reprint here. (By the way,","F","short"
"851",851,2014,"MAG","Newsweek","  , both sides play hard &; "" # But not Ma. An elfin figure short and slight, with wide ears and an infectious smile who doggedly taught himself English","S","short"
"852",852,2007,"MAG","NaturalHist","  alarming rate. That leaves a lot of work to be done in a very short time by taxonomists. Yet taxonomy is a shrinking profession because of budget cuts at","T","short"
"853",853,1991,"MAG","ChangingTimes","yield, 9.3%; minimum initial purchase, $1,000; 4.5% sales fee. Scudder Short Term Bond (800-2252470). One-year total return, 13.1%; three-year, 32.1%","F","short"
"854",854,2002,"MAG","ChristCentury","  every day of the year. Each entry contains a passage from scripture, a short meditation and a prayer. The calendar structure allows us to include both liturgical emphases-attention","T","short"
"855",855,2004,"FIC","Bk:FannyFiction","  but when Fanny was only three her mother died and her father passed away three short months later. Despite this early disappearance her father, James Wright, a prosperous","T","short"
"856",856,1997,"FIC","Triquarterly","  the rooms, Linda moved up her sanitary cap in back and was rearranging her short thick ponytail while she waited for Charlene and another nurse to finish a conference when","S","short"
"857",857,1996,"FIC","ArkansasRev","  ears fanned out from his narrow head, and his brown hair seemed so terribly short. Esther went to the living room for the fan. # On her way","S","short"
"858",858,2000,"FIC","Bk:HouseGuilt","  Isaac, and Jacob. The doctor walked through an arched doorway, down a short corridor, and into another windowless hall deep in the huge walled tomb. There","S","short"
"859",859,2011,"SPOK","NPR_TellMore","  want to ask just your overall reaction, and then I want to play a short clip. Mr-FOUKARA: Sure. I mean, while we're talking on the","T","short"
"860",860,1992,"MAG","Horticulture","  farmer's markets are becoming the only way to get a taste of local produce short of growing it yourself. # Some of the growers hereabouts are trying to compete","O","short"
"861",861,1990,"SPOK","ABC_SatNews","he had 23 points. Arizona won its 41st consecutive home game, nursing a short lead throughout the second half to beat third ranked Oklahoma by four. Jud Buechler","T","short"
"862",862,2015,"MAG","PopScience","  after a few months. "" # Q: Can hypnosis kill you? # Short answer No, but you're getting veeeeeeery sleepy. # A: The first","T","short"
"863",863,2006,"MAG","Fortune","places -- many in the Third World -- where support systems and resources are in short supply. * 1IV/AIDS The Clinton HIV/AIDS Initiative aims to make antiretroviral treatment affordable and","O","short"
"864",864,1990,"FIC","Bk:Malibu","  didn't get much from your friends, unless you were in a mess and short of an enthusiastic audience. He looked like he'd respond-a staccato blurb about not","O","short"
"865",865,2007,"FIC","Analog","  and it would be centuries before Venus followed suit. So I sensed that, short of the possibility of alien contact, the BHP would be the signal event of","O","short"
"866",866,1990,"FIC","Bk:BurnMarks","  death could bring heat from the top down to the Central Division in such a short stretch? "" Where was she found? "" I asked abruptly. "" On","U","short"
"867",867,2013,"MAG","USCatholic","  had dropped to less than what she still owed on the mortgage. Even a short sale wasn't possible. # "" I fell behind in a lot of my","O","short"
"868",868,2007,"FIC","Analog","  room. He looked nothing like the paintings in Billy's church. He was short and dark skinned and bearded, with dark curly hair thatturn was cut short enough","S","short"
"869",869,2004,"SPOK","MSNBC_Matt","  BEGIN VIDEO CLIP) UNIDENTIFIED MALE: Lets go to Edwards positive. UNIDENTIFIED MALE: Short sentences, punchy wards. The two things that you always have to keep in mind","T","short"
"870",870,2016,"SPOK","NPR: Fresh Air","  's business practices - is about the Taj Mahal casino. Let's take a short break, then we'll talk some more. This is FRESH AIR.","T","short"
"871",871,1995,"FIC","LiteraryRev","  center of the screen) just as the bird whizzed into the foreground, stopped short, beep-beeped and was gone. I inserted another cassette. A pulsating grey snow","O","short"
"872",872,2016,"MAG","USNWR","  The Democratic convention's ratings were higher overall, but Clinton's final night fell short of Trump's. # Democratic presidential nominee Hillary Clinton takes the stage Thursday on","O","short"
"873",873,1996,"MAG","Astronomy","  from a carefully aimed hair dryer. A more demanding technique is to take many short shots on one frame. This requires a camera capable of multiple exposures. The","T","short"
"874",874,1997,"MAG","Essence","  , I was like, Yes, she's the one!' "" Two short years ago Miss Vivica wasn't on anybody's A (for acting) list","T","short"
"875",875,2010,"FIC","Bk:DayMusicDied","  say nothing of pirated ones- may also have been contaminated with super earworms. In short, any digital device that can play sound in any format must either be eliminated","T","short"
"876",876,2017,"FIC","Bk:PracticalNavigator","  license number below. Michael starts the truck up and they pull out of the short drive. Many of the adjacent houses on the street fill their small lots completely","S","short"
"877",877,1992,"MAG","NaturalHist","  the high, stormy tides of winter, and on the surrounding Spartina, a short, tough marsh grass. Because they have withstood the high tides of many years","S","short"
"878",878,2000,"SPOK","CNN_King","  n't work? ORNISH: I think Slim Fast works, everything works in the short run. The problem is keeping it off. Half the people who've lost","T","short"
"879",879,1997,"FIC","FantasySciFi","  Van. "" # This was the best debriefing yet. Watts had kept it short and spoken straight. Vanderhorst detested the assault of carefully researched obsolete terms that some","T","short"
"880",880,1999,"MAG","Bicycling","to install a 150-mm stem to get enough reach, the top tube is too short, "" says Rarick. Two other factors affect reach: stem "" rise ""","S","short"
"881",881,2011,"SPOK","NPR_FreshAir","  "" Serpico "" and "" Dog Day Afternoon. "" I want to play a short scene from "" Dog Day Afternoon, "" and maybe you can tell me what","T","short"
"882",882,2006,"SPOK","NPR_Sunday","  (Soundbite-of-gym-c) KORRY: Students who get it right can run easier warm-up laps on the short, central track. Another big change Esparza made at Granger, one that research","S","short"
"883",883,2011,"MAG","America","  with an examination of conscience, spurring me to reflect on where I have fallen short ("" forgive what I have been ""). It proceeds to the present","O","short"
"884",884,2007,"SPOK","CBS_FaceNation","  sure we are able to convince the American people that we've had a very short period of time where we have had a winning strategy and it is succeeding,","T","short"
"885",885,2001,"MAG","SportingNews","  * How can a team be taken seriously in the postseason when it plays nothing short of ugly, controlled, unexciting football calculated to, well, bore its opponents","O","short"
"886",886,2004,"FIC","Bk:Conspirators","  had arrived in Vienna from Galicia, dreaming only of finding a publisher for his short sketches and being allowed to sit in the same room with the famous writers who","F","short"
"887",887,2015,"FIC","Confrontation","  Ryan some of this, keeping my face to the window, keeping the stories short and trying to make them funny. "" Shit, "" he said a few","F","short"
"888",888,1993,"MAG","RollingStone","  seemed to be a buyer's market at the Ho Chi Minh Mausoleum, with short, fast-moving queues to see the dead guy. # A wealth of construction is","B","short"
"889",889,2007,"SPOK","Fox_Susteren","  Pireira will be called into action. Miguel went "" On the Record "" a short time ago. (BEGIN-VIDEO-CLIP) VAN-SUSTEREN: All right, well, we are in north","T","short"
"890",890,1997,"FIC","Analog","  the rocket impact dislodged a large hunk of wall. "" Can you stand a short fall? "" he asks me. al think we'll need several tries to get","S","short"
"891",891,2005,"FIC","FantasySciFi","  been long and thick and tipped by a tassel of coarse hair, was instead short, hairless, and curled like a corkscrew. The animal's shoulders and chest","T","short"
"892",892,1991,"MAG","Smithsonian","  here and we'll all be painting. "" # Showtime for humanism; in short, the end of the Middle Ages and the dawn of Western science; the","T","short"
"893",893,2013,"FIC","Bk:USANoirBestAkashic","  easy logic to take the model of Brooklyn Noirsketching out dark urban corners through neighborhood-based short fictionand extend it to other cities. Soon came Chicago Noir, San Francisco Noir","F","short"
"894",894,1999,"FIC","FantasySciFi","  exercises in small groups around the room. In Topaz's group there was a short boy called Leo. Other children laughed at him as if he were a joke","S","short"
"895",895,2007,"MAG","PCWorld","  the attorneyclient privilege, or I have waived it, "" he explains. In short, if Google chooses not to inform you of such searches, you have waived","T","short"
"896",896,2017,"FIC","Bk:WidowmakerJones","  particularly good animals to begin with. But that's what a man got on short notice when he left in the middle of the night and in a hurry.","T","short"
"897",897,1999,"MAG","Sunset","end of each ear with a husk strip (knot strips if pieces are too short). Tie another husk strip around center of each ear. 4. Lay","S","short"
"898",898,1994,"SPOK","Ind_Limbaugh","  how this is done. This is a computerized called -- metamorphosis called morphing for short. I mean, and -- you've seen all this in Schwarzenegger movies and","B","short"
"899",899,2005,"SPOK","CNN_YourWorld","  's hope we can continue our holidays. I don't believe we'll cut short the holidays unless the (INAUDIBLE) and the Portuguese government tells us to leave","T","short"
"900",900,1993,"MAG","Futurist","  be solved as they arise. WEAPONS THAT SELF-DESTRUCT There are some other routes to short shelf life: Parts of a system other than the explosive could be considered.","T","short"
"901",901,1997,"MAG","PCWorld","  During World War II, when common items like sugar and zoot suits were in short supply, there was a rhyme that went: "" Use it up, wear","O","short"
"902",902,1997,"SPOK","CNN_Talkback","  whatever it could be, because it will be before us potentially in a very short time. And these are the individual personal decisions, not one that society can","T","short"
"903",903,2016,"FIC","Bk:AlexAsWell","  twirling it back and forth in front of the mirror. It's full and short, and if I twirl fast enough, Alex can see my underwear in the","S","short"
"904",904,2004,"SPOK","CNN_LiveToday","  Iraq. But clearly, the campaign seeing it has some opportunity here. A short time ago, here at the University of Toledo, the senator going after the","T","short"
"905",905,1999,"MAG","Atlantic","  table and ate, and Floyd John and Wanda joined us. Wanda was a short, unsmiling woman with long hair parted in the middle. She wore a heavy","S","short"
"906",906,2002,"SPOK","NBC_Dateline","  PHILLIPS: (Voiceover) But to many in his archdiocese, Cardinal Law's apologies fell short. He was forced to admit that he'd permitted a number of priests to","O","short"
"907",907,1998,"SPOK","CBS_Morning","  can win. It doesn't matter, you know, what happened in the short program. They have to put that behind them. The -- the long program","T","short"
"908",908,2000,"MAG","Backpacker","  , moderate scrambling, and bear safety skills. The season: Arctic summers are short. Ice-out may be as late as June; by September, snow is in","T","short"
"909",909,2001,"MAG","Sunset","Le Vallauris. First-rate French and Mediterranean cuisine served in a romantic setting, a short walk from downtown. 385 W Tahquitz Canyon Way, Palm Springs; 325-5059.","B","short"
"910",910,2009,"MAG","MotorBoating","or a cruise anywhere in the world, the C 50 should be on your short list.","O","short"
"911",911,2013,"FIC","Bk:Transcendental","  It was not paying attention now, with two of its eyes closed and its short proboscis swaying. Riley didn't think it was a pilgrim: heavy-planet aliens already","S","short"
"912",912,2016,"FIC","FantasySciFi","  didn't hear about, because the orderlies were out of the room. The short one must have been the stringer from Locus, because that's the only way","S","short"
"913",913,2010,"MAG","Bicycling","  Cane Creek Double Barrel shock offers a nice platform. We opted for the mid-to short wheelbase for most trails; the long wheelbase made the bike extra sluggish out of","S","short"
"914",914,1999,"FIC","MassachRev","  make a gesture at restitution, "" the Outside man says, snipping every syllable short. # Pap says nothing back. He stands there curved a little along his","T","short"
"915",915,2006,"MAG","Bicycling","  : Utilizing bike designer extraordinaire Dave Weagle's impressive DW-Link technology, which consists of short links paired with a triangulated rear suspension section, the Azure line successfully uses acceleration","S","short"
"916",916,1990,"FIC","SouthernRev","  Duo (soon to be known as the WFH Trio), Hal got a short, slick haircut. While waiting for his stylist, he studied GQ. The","S","short"
"917",917,2012,"FIC","Bk:AgeMiraclesNovel","  old commercials -- mostly hair care and kitchen products -- lay entombed together in a short stack of dusty black videotapes that stood beside the television. People were always telling","S","short"
"918",918,2009,"FIC","RecContempFic","  come from a plum-pudding voyage, as they called it (that is, a short whaling- voyage in a schooner or brig, confined to the north of the line","O","short"
"919",919,2010,"FIC","Bk:InformationOfficer","  I should have. I chose not to. "" The other man gave a short snort of derision. Mario was well out of his depth now and regretting his","T","short"
"920",920,2015,"MAG","NaturalHist","  , "" both sexes release all of their reproductive cells--or gametes--into the water over a short period of time and then die. To investigate whether vampire squid also follow this","T","short"
"921",921,1995,"MAG","Skiing","  For the take-it-easy skier. Helen B.: Sweet spot as big as Texas. Short turns are as easy as pie. Surprisingly stable at high speeds and in long","B","short"
"922",922,2000,"FIC","Analog","  and shallow, like she was resting. Other times her breath comes hard and short, quick gasps like she was... well, enjoying her self.","T","short"
"923",923,2008,"FIC","FantasySciFi","  sank out of sight in the deep water and the jetty slowly grew. A short pontoon dock tethered to the end of the jetty rolled with the slight motion of","S","short"
"924",924,2015,"FIC","Bk:HappinessBeginners","  for a bus ticket. "" # I closed my eyes. "" You're short on cash? "" # He shrugged. "" We went over budget on the","O","short"
"925",925,1992,"FIC","CreativeWoman","  like some candy? Can I offer you a ride? # Little girls, short, stunted fruit trees, shadowed dimples, darkness looming from lost-tooth smiles. Stopping","S","short"
"926",926,2012,"FIC","Bk:UnexpectedPleasures","  other emotions that had nothing to do with grief. But such elation had been short lived. The viscount had sent for her, and the moment she appeared at","T","short"
"927",927,2004,"FIC","Ploughshares","  seem to go... for some reason... "" I was short of breath and my voice would not hold steady to speak. "" Yes,","O","short"
"928",928,1992,"SPOK","CBS_Morning","  about it, but occasionally you fall asleep and not realize it for a very short periods -- a few seconds maybe. Baskin: Commuter airlines make their money packing","T","short"
"929",929,2008,"FIC","Bk:BlackHandBarker","  , coming out of the station with Inspector Poole of the Yard. Dunham was short, barrel-chested, and bandy-legged; while Poole was tall and thin. Dunham had","S","short"
"930",930,2005,"FIC","Mov:Brick","The high school is open air - the hallways are alleyways between buildings. A short kid with eyeglasses the size of # 1 Because of the orientation of the street","S","short"
"931",931,2007,"SPOK","Fox_OReilly","  cop, Mary Katharine Ham checked those out, and I spoke with her a short time ago. (BEGIN-VIDEOTAPE) O'REILLY: All right. David Hans Schmidt was arrested by","T","short"
"932",932,1995,"SPOK","NPR_ATC","a kind of official song for the trip, or song fragment. It was short, taken from a pop song by the 69 Boys, and they sang it","T","short"
"933",933,2000,"MAG","SportsIll","  Kelley had shot himself in the head. Nearby were two other handguns and a short note, from Larry to Ruth, affirming his love for her. Ruth had","B","short"
"934",934,1996,"FIC","FantasySciFi","  had yet to grow into his adult ears and teeth, wore his dark hair short in front, with a rat's tail braided down the middle of his back","S","short"
"935",935,1992,"SPOK","ABC_Brinkley","  : Sam, you have a few seconds left. Mr. DONALDSON: -a very short one. After the publication of the disclosure that you had spent, what,","T","short"
"936",936,2004,"SPOK","NPR_ATC","  worm is only four days, so we can propagate many generations over a relatively short time span. PALCA: Denver says another nice thing about C. elegans is it","T","short"
"937",937,2007,"SPOK","CNN_Cooper","  : A witness described the killer as a young Asian man who was wearing a short sleeved tan shirt and a black ammunition vest that made him look, according to","S","short"
"938",938,2005,"FIC","AmericanFolklore","  up a frame; looks through it.) Here I go again! (Short beat.) But I still find myself not liking that couple as much anymore","U","short"
"939",939,2016,"MAG","Huffington Post","  basic support exists in Turkey. Even food aid, clothes and blankets are in short supply in Mersin, and it's difficult to find work. # In January","O","short"
"940",940,1996,"SPOK","ABC_20/20","and get married, do you want your husband to be tall, medium or short? 1st GIRL: Tall. 2nd GIRL: Tall. 3rd GIRL: Tall","S","short"
"941",941,2002,"MAG","SportingNews","  can be as good as a run, because so many of his attempts are short and intended to keep the chains moving. And against the Rams, that is","T","short"
"942",942,2006,"MAG","SportingNews","n't scare me. The Jets would be wise to keep Pennington's pass attempts short and sweet. Predicted finish: 1 Patriots 12-4* 2 Dolphins 11-5* 3 Bills 7-9","T","short"
"943",943,1995,"MAG","Futurist","  of life than was any previous generation in history.... There is, in short, an explosion in social connection. "" That explosion could result in the splintering","T","short"
"944",944,2015,"FIC","Bk:RunYouDown","  the sun on my arms. The sensation of breeze between my legs beneath a short skirt. I wore very little. Why not? And the boys. Tan","S","short"
"945",945,2007,"FIC","FantasySciFi","  me is nothing but muddy old genetics, and our telomeres are already gotten too short. "" She threw out a big laugh, adding, "" It's sad","S","short"
"946",946,2011,"FIC","Bk:ShadowPassNovel","  tea. When he caught Chicherin's eye, he raised his head with a short, abrupt movement, like a horse trying to shake off its bridle. Then","T","short"
"947",947,2001,"MAG","TechReview","  neural network correlates combinations of these measurable units to actual expressions. While this falls short of robotic detection of human intentions, many facial expressions reflect human emotions, such","O","short"
"948",948,1990,"MAG","USNWR","slows because of all the gawking at the psychedelic effects, so passage through the short corridor easily stretches to 6 minutes. Roadblocks. While all international arrivals use Terminal","S","short"
"949",949,2016,"SPOK","NBC: Today Show","  comes has the potential to produce about two to three inches of rain in a short period of time. So that's why we have some flash flood watches in","T","short"
"950",950,2011,"MAG","SouthernLiv","dust top with flour. Fold dough over itself in 3 sections, starting with short end (as if folding a letter-size piece of paper). Repeat once,","S","short"
"951",951,2005,"SPOK","CNN_LiveSat","  . Vice Admiral Thad Allen is worried about unsanitary conditions and environmental hazards. A short time ago, a federal spokesman talked about those problems. (BEGIN VIDEO CLIP","T","short"
"952",952,2006,"FIC","KenyonRev","  , Akaki Akakievich? Was he all along meant to be destiny's fool-with a short side trip into the fantasy of becoming the James Joyce of obituaries? # I","T","short"
"953",953,1995,"MAG","Prevention","gain major health benefits. And many of them advise accumulating the 30 minutes in short bursts of activity that include walking up stairs, walking short distances quickly, and","T","short"
"954",954,1997,"SPOK","CBS_FaceNation","  imposed a travel ban on Iraqi officials. What else can the UN do, short of -- of military intervention? Amb-RICHARDSON: Well, first of all, there","O","short"
"955",955,1998,"MAG","ChildDigest","  penalized player usually may not be substituted for. His team must play one player short. Face Off: When a referee drops the puck between two players, and","O","short"
"956",956,2010,"SPOK","Fox_Susteren","  American child, or whether or not it was simply that they were here a short period of time and had a child? LOPEZ: We are unable to determine","T","short"
"957",957,2009,"FIC","Bk:SavageSeasonHap","  tight beige sweater that showed she still didn't need a bra, and a short black skirt that was the current fashion, and it made me think of the","S","short"
"958",958,2008,"FIC","Bk:Lassassin","  then a bite from a tart apple. He grew restless, and after a short time he set off again. Toward the end of that first day of walking","T","short"
"959",959,2012,"MAG","USCatholic",". "" # Adkins, the student made so angry by September 11, stops short of calling herself a pacifist these days, but she doesn't see many of","O","short"
"960",960,1998,"FIC","Ploughshares","  letter dated June ioth to one of the writers in New York. It was short and full of cross-outs, but in it she said she'd liked his book","B","short"
"961",961,2008,"FIC","Bk:Post-birthdayWorld","  invited public censure from the referee, an austere presence of few words who wore short, spotless white gloves. // Continues...","S","short"
"962",962,2011,"FIC","AntiochRev","  permanent, scavenged my room with her roommate, who' d then given my short stories to a professor who'd passed them along to one of the faculty of","F","short"
"963",963,1997,"MAG","Smithsonian","a ripe old age, to be sure, but still more than 60 years short of his lofty goal. # PHOTO (BLACK &; WHITE): Still nimble","T","short"
"964",964,2009,"MAG","Time","  strip malls getting razed and superblocks--long stretches uninterrupted by cross streets--getting chopped up to create short, walkable city blocks. But whereas slum clearance was enforced by local governments,","S","short"
"965",965,1995,"SPOK","ABC_Brinkley","  , is honor-bound to deliver on that. DAVID BRINKLEY: George, just a short question? I have to interrupt here. GEORGE WILL: Yes. DAVID BRINKLEY","T","short"
"966",966,2014,"SPOK","NPR: Fresh Air","  With A G: Sounds Of A Jersey Boy. "" Let's take a short break, then we'll talk some more. This is FRESH AIR. (MUSIC)","T","short"
"967",967,1999,"SPOK","NBC_Dateline","(From 911 Call): One of the guys is wearing an orange -- short orange coat with white pants. He has a ponytail. PHILLIPS: (Voiceover) Rojas was","S","short"
"968",968,2003,"FIC","AntiochRev","  'd never seen her picture, though I sometimes wondered if I'd gotten my short waist and long legs from her. Had she died on this road? At","S","short"
"969",969,2005,"FIC","Bk:Vespers","  that's me, I swear. Looking you over. Thinking you're too short to be a cop, a detective, no less, and ugly besides with","S","short"
"970",970,2005,"MAG","Fortune",", most of them recorded that way because they have been owned for only a short time. Says Roberts of the $34.7 billion in profits the firm has produced:","T","short"
"971",971,2014,"SPOK","ABC: This Week","  their life on the line for our country are the ones that get on the short end of this. So this is something that, in Congress, we've","O","short"
"972",972,2011,"FIC","Bk:Riptide","  off her bare arms, had enough cleavage to distract a man, and was short enough to display her long legs to advantage. Red-soled strappy black sandals with five-inch","S","short"
"973",973,2011,"SPOK","NPR_TalkNat","  to take a couple more calls on this subject when we get back from a short break. We're also going to be talking with Jennifer Pharr Davis, who","T","short"
"974",974,2007,"MAG","GoodHousekeeping","  Her only jewelry is a pair of sparkly aquamarine earrings; her nails are kept short, as befits a gardener and cook. We've dined on perfectly steamed halibut","S","short"
"975",975,2014,"SPOK","NPR: Fresh Air","  I, as a user of YouTube, what bugs me is I made that short in my house with, I timed every syllable with a stopwatch, I shot","F","short"
"976",976,2014,"MAG","MotherEarth","  slippers. We love to wear these refashioned slip-on shoes around the house and for short trips to the kitchen garden (think homemade Crocs), and we've even","T","short"
"977",977,2004,"MAG","GolfMag","  Read on -- I've got four ways you can "" Phil up "" your short game. THE PROOF'S IN THE PUTTING Phil switched putters this year. He","O","short"
"978",978,2011,"FIC","IowaRev","  for a short guy than anyone I ever met. "" # "" Ain't short' cept when I'm standing. "" # "" Moe tells them the jackalope","S","short"
"979",979,2001,"MAG","TownCountry","  go about, well, borrowing one? The best approach is to write a short but sweet note to the person who has something special to lend and who also","B","short"
"980",980,2001,"FIC","BkSF:YearsLauraDíaz","  close-up, to the detailto the faces of the women workers, masculinized by their short hair and overalls but, no doubt of it, feminine figures. One of","S","short"
"981",981,2006,"FIC","WorldLitToday","  meeting of two Czech emigrants whose life paths have crossed once in the past. Short scenes and complex passages reveal a stirring story, at the center of which is","T","short"
"982",982,2001,"MAG","GoodHousekeeping","34031 short story Headnote Rosemary and I had been through so much, I thought our friendship","F","short"
"983",983,1996,"MAG","PopMech","  Kuwait, participating in a multinational exercise. Suddenly, unlike past maneuvers that stopped short of the border, the Iraqi spearhead accelerates its advance, aiming to quickly seize","S","short"
"984",984,2003,"SPOK","CBS_Sixty","  cells, which are too small for someone to stand up, but also too short for them to spread their legs out. So, people are in that sort","S","short"
"985",985,1998,"FIC","ContempFic","  body of the principal's wife exerted a slight pressure against mine. She was short and fat, but her face was exceptionally delicate, it didn't match the","S","short"
"986",986,2013,"MAG","America","  revised edition, which is the basis for the Lectionary. It includes videos, short commentaries, study guides, leadership training and a stand-alone study bible. It explores","T","short"
"987",987,2002,"FIC","MassachRev","  golfed with him frequently since Mom died last year, at least during our relatively short Maine season when snow isn't covering the course. He thinks of it as","T","short"
"988",988,1993,"MAG","MotherEarth","1/2 "" plywood (R-.5). Next I insulated the attic floor by installing short lengths of rigid-plastic vent space baffle along eaves at the perimeter of the insulation.","S","short"
"989",989,1997,"FIC","SouthernRev","  Havana Madrid, where I nearly crashed into Luisa's billboard. Here I stopped short, panting. The door to the bar stood wide open, dark and inviting","O","short"
"990",990,2005,"MAG","AmerArtist","  country on the recommendations of friends. "" I had lived in Mexico for a short time and was taken by the ethnic textiles I saw there. When I went","T","short"
"991",991,2011,"MAG","MilitaryHist",", he would have discovered the legion had already acquired significant batde trophies during its short 30-year existence. By Camarn the legion counted four marshals of France among its alumni","T","short"
"992",992,2007,"FIC","NewEnglandRev","2007). He has had work selected for many anthologies, including Best American Short Stories, Best American Fantasy, Best of the West, Sports Best Short Stories","F","short"
"993",993,1995,"FIC","Essence","  Would we ever make love again? Did my breath stink? Was I too short, too tall? Did I talk too much? Should I weak lipstick?","S","short"
"994",994,2006,"FIC","Bridges","  had enough ritual to last him a lifetime. "" Pause. "" A very short lifetime. "" Leanne sips some tea. "" And I went along. ""","T","short"
"995",995,1994,"FIC","BkSF:NeptuneCrossing","  the rover before the nav and comm went out on him. He typed a short reply: No. He sent a separate query asking when they anticipated putting him","B","short"
"996",996,1993,"SPOK","CBS_Morning","  Leon and Judy, we're going to continue our conversation after a -- a short break. Mrs-RITZENTHALER: OK. ZAHN: Thank you so much for joining us this","T","short"
"997",997,2008,"SPOK","ABC_ThisWeek","  and some other people. And so she has the momentum but she's stopped short. Douglas MacArthur said all military disasters are explained by two words - too late","O","short"
"998",998,2007,"MAG","MotherEarth","  Cool spring soil, late frosts and iffy New England weather make the season too short for noteworthy harvests of outdoor-planted tomatoes. But she doesn't grow them hydroponically,","T","short"
"999",999,2011,"MAG","PopMech","  the breakthrough needed to bring carbon-fiber parts to the mainstream. Forged composites start with short carbon threads, about half an inch long, that are suspended in a vinyl-ester","S","short"
"1000",1000,2016,"FIC","Bk:CaféEuropa","  stamina, patience, and an aversion to cold-blooded murder. In America my popular short stories, happily published in Everybody's, Good Housekeeping, and Cosmopolitan, gave","F","short"
"1001",1,2013,"MAG","NaturalHist","  The sugar mills and sugar estates have closed down, and the landowning class has long since moved, leaving behind a population of working-class poor, a thin middle class","T","long"
"1002",2,2017,"SPOK","CBS: Face The Nation","  bill? MULVANEY# The same way that we've taken care of people for a long time in this country, which is through competition. that's one thing that","T","long"
"1003",3,2010,"FIC","ScandinavianReview","  nightstand. She figured it was muscle pain or ordinary stiffness. She waited too long before going to the doctor. He did some tests and admitted her quite quickly","T","long"
"1004",4,2017,"MAG","Jezebel","  her. But maybe I'm remembering it all wrong because it's been so long? # Advertisement # Kara: It sort of doesn't even matter how well","T","long"
"1005",5,2016,"MAG","The Verge","  be recalled due to exploding batteries, but it's not going away for very long.) # The other is that, as mentioned above, Apple chose,","T","long"
"1006",6,2014,"FIC","NorthAmRev","  , "" she says. "" Do whatever you want. "" She takes a long drag and holds the smoke in her lungs. Lately, edge of the Great","T","long"
